1753112654;52.053192;-36.09644;-19.954634;66.41291405306588;
1753112672;51.967113;-35.99223;-19.852974;66.2582979014173;
1753112680;51.899334;-35.904594;-19.721739;66.11828602828044;
1753112684;51.851887;-35.833145;-19.574446;65.9984194933398;
1753112691;51.82276;-35.779743;-19.418566;65.90045016570214;
1753112702;51.81761;-35.756813;-19.2767;65.84227887942609;
1753112711;51.82293;-35.762836;-19.15857;65.81525096940119;
1753112722;51.82923;-35.790077;-19.075632;65.81093054902051;
1753112732;51.824516;-35.827404;-19.023058;65.8123096511871;
1753112742;51.808815;-35.86541;-19.00032;65.81407989449582;
1753112751;51.783646;-35.895836;-18.999523;65.81062884068761;
1753112763;51.75585;-35.91763;-19.005823;65.80247406692236;
1753112774;51.731277;-35.93486;-19.01987;65.79661641461517;
1753112782;51.70531;-35.951195;-19.02089;65.7854224060197;
1753112794;51.681183;-35.969757;-18.996727;65.76962614055833;
1753112802;51.665466;-35.993034;-18.954523;65.75783509943211;
1753112856;51.659492;-36.028187;-18.906202;65.75848154104209;
1753112870;51.684505;-36.146114;-18.79526;65.81102845446888;
1753112877;51.684505;-36.146114;-18.79526;65.81102845446888;
1753112885;51.684505;-36.146114;-18.79526;65.81102845446888;
1753112896;51.7022;-36.204205;-18.739883;65.8410611542446;
1753112901;51.709064;-36.251263;-18.686344;65.8571245358878;
1753112905;51.705093;-36.28737;-18.650051;65.86360315881046;
1753112906;51.69389;-36.305794;-18.646275;65.86389329327953;
1753112907;51.664124;-36.298077;-18.744091;65.86404919495513;
1753112909;51.664124;-36.298077;-18.744091;65.86404919495513;
1753112917;51.642666;-36.274784;-18.798754;65.84996613665967;
1753112920;51.619873;-36.235703;-18.841692;65.82284395579585;
1753112925;51.59101;-36.1918;-18.87744;65.78629393451196;
1753112933;51.570396;-36.173332;-18.925747;65.77385230579331;
1753112947;51.53011;-36.160404;-19.086355;65.7815776856591;
1753112951;51.53011;-36.160404;-19.086355;65.7815776856591;
1753112964;51.510582;-36.147728;-19.162014;65.78131248966318;
1753112967;51.510582;-36.147728;-19.162014;65.78131248966318;
1753112970;51.504585;-36.13016;-19.212187;65.7816006197372;
1753112973;51.504585;-36.13016;-19.212187;65.7816006197372;
1753112982;51.541897;-36.12039;-19.212755;65.80562132065624;
1753112992;51.541897;-36.12039;-19.212755;65.80562132065624;
1753113014;51.6413;-36.226547;-19.164059;65.92759480525727;
1753113015;51.6413;-36.226547;-19.164059;65.92759480525727;
1753113016;51.706352;-36.328884;-19.111334;66.01952563066432;
1753113026;51.77637;-36.4553;-19.039354;66.12320666712897;
1753113031;51.844307;-36.58054;-18.960594;66.22289769584529;
1753113045;51.887905;-36.680614;-18.884869;66.29072664178612;
1753113053;51.903336;-36.764236;-18.848495;66.33876021738273;
1753113063;51.883354;-36.82259;-18.843575;66.35409458038113;
1753113071;51.856686;-36.86291;-18.862383;66.3609791788941;
1753113083;51.835747;-36.88295;-18.89582;66.36526702734486;
1753113091;51.838932;-36.88774;-18.957348;66.38796092419196;
1753113101;51.860394;-36.864822;-19.012806;66.40784845047715;
1753113111;51.89983;-36.844635;-19.044506;66.43653121989102;
1753113122;51.943718;-36.84494;-19.049995;66.47256409991624;
1753113132;51.98188;-36.857323;-19.016571;66.49968479828577;
1753113145;52.014885;-36.879288;-18.93603;66.51468506786367;
1753113151;52.049133;-36.90315;-18.81678;66.52086793403478;
1753113161;52.089054;-36.91535;-18.671812;66.51803760526984;
1753113171;52.14028;-36.92757;-18.526817;66.52441194701073;
1753113183;52.196976;-36.947487;-18.402597;66.54544801633573;
1753113191;52.259075;-36.978653;-18.342794;66.59496841693725;
1753113201;52.31981;-37.018738;-18.382666;66.67587084702032;
1753113211;52.357998;-37.044014;-18.516918;66.75698595654843;
1753113223;52.377014;-37.04171;-18.699112;66.82137885384743;
1753113231;52.36952;-36.990295;-18.852825;66.83021334776116;
1753113242;52.347073;-36.879753;-18.98676;66.78943946439045;
1753113252;52.288284;-36.691536;-19.116503;66.67663881310727;
1753113267;52.198128;-36.40901;-19.276293;66.4968882551631;
1753113268;52.198128;-36.40901;-19.276293;66.4968882551631;
1753113270;52.064682;-36.054897;-19.441801;66.24704039637855;
1753113281;51.852238;-35.70376;-19.55879;65.9238893076271;
1753113293;51.60293;-35.376064;-19.652897;65.57868919144734;
1753113304;51.35051;-35.063545;-19.697842;65.22524058971075;
1753113311;51.061977;-34.748165;-19.65558;64.81591131939992;
1753113321;50.71232;-34.389427;-19.539919;64.3131430758128;
1753113332;50.329784;-33.934006;-19.431307;63.73523066505294;
1753113343;49.981216;-33.38395;-19.419636;63.164327899128935;
1753113351;49.718704;-32.794243;-19.55346;62.68771554123704;
1753113363;49.548725;-32.173687;-19.811192;62.311360174310174;
1753113371;49.428738;-31.512102;-20.046822;61.95230214624828;
1753113390;49.358482;-30.823149;-20.186218;61.59390948906842;
1753113400;49.345257;-30.165462;-20.251545;61.27833687056376;
1753113404;49.35999;-29.557941;-20.257278;60.99539132069644;
1753113410;49.371666;-29.028975;-20.151224;60.71502775892795;
1753113439;49.375774;-28.622826;-19.893925;60.440065214111094;
1753113451;49.393673;-28.37653;-19.556374;60.22801767032689;
1753113452;49.40687;-28.260878;-19.232359;60.079945189603144;
1753113453;49.36946;-28.183739;-18.93523;59.91835910399988;
1753113468;49.276287;-28.075785;-18.653214;59.702131685308686;
1753113475;49.1677;-27.961004;-18.395908;59.47848431027065;
1753113492;49.09181;-27.875015;-18.18638;59.31076252480052;
1753113497;49.052414;-27.84496;-17.976715;59.200028335058036;
1753113511;49.025146;-27.877441;-17.715729;59.1139896527287;
1753113512;49.010933;-28.018465;-17.505373;59.106209598858264;
1753113522;48.951843;-28.137;-17.38619;59.07836571793677;
1753113534;48.875484;-28.130423;-17.352701;59.00211772084008;
1753113547;48.81098;-27.981184;-17.400078;58.89160641335374;
1753113568;48.74767;-27.700804;-17.518833;58.7416317312483;
1753113568;48.65937;-27.314236;-17.648426;58.52579553778474;
1753113570;48.547356;-26.856936;-17.76378;58.255408558220076;
1753113580;48.431416;-26.379408;-17.859772;57.96935931485088;
1753113591;48.33705;-25.92733;-17.9445;57.71223490910894;
1753113605;48.30269;-25.538757;-18.053366;57.54391249199922;
1753113615;48.348835;-25.24967;-18.166254;57.49059460089411;
1753113623;48.455208;-25.077969;-18.253317;57.53255818580876;
1753113631;48.589878;-25.023117;-18.30647;57.63904506036094;
1753113641;48.74097;-25.058802;-18.328281;57.78885407684435;
1753113650;48.90648;-25.15958;-18.314997;57.96798477466095;
1753113663;49.28958;-25.4709;-18.181906;58.3850258773484;
1753113669;49.28958;-25.4709;-18.181906;58.3850258773484;
1753113682;49.671753;-25.790247;-18.027884;58.799867874897366;
1753113689;49.671753;-25.790247;-18.027884;58.799867874897366;
1753113701;50.033592;-26.059212;-17.932201;59.19465105411584;
1753113708;50.033592;-26.059212;-17.932201;59.19465105411584;
1753113723;50.411304;-26.192545;-17.992537;59.59094226774448;
1753113723;50.411304;-26.192545;-17.992537;59.59094226774448;
1753113729;50.411304;-26.192545;-17.992537;59.59094226774448;
1753113741;50.740807;-26.21631;-18.321445;59.97999460293033;
1753113750;50.859875;-26.21938;-18.57487;60.15985770154662;
1753113760;50.94105;-26.232925;-18.884861;60.330714207141995;
1753113771;50.985985;-26.254179;-19.242743;60.49079022185885;
1753113785;50.99764;-26.280739;-19.598387;60.626175456416284;
1753113791;50.99349;-26.318176;-19.917995;60.7429732168049;
1753113802;50.996056;-26.371307;-20.192373;60.85865162931456;
1753113809;51.019527;-26.44113;-20.421974;60.985101034654015;
1753113821;51.056553;-26.523298;-20.607275;61.1139650716546;
1753113838;51.099384;-26.614124;-20.756315;61.23955674871475;
1753113841;51.148666;-26.712835;-20.886463;61.36779274664541;
1753113850;51.208366;-26.822716;-21.016752;61.509826404363594;
1753113860;51.279346;-26.93782;-21.15125;61.66516809201125;
1753113869;51.353924;-27.058355;-21.281773;61.82470321987565;
1753113880;51.422974;-27.184313;-21.40147;61.97848019119842;
1753113889;51.476208;-27.318495;-21.498554;62.11511856638434;
1753113902;51.515263;-27.461718;-21.582916;62.2397822076813;
1753113909;51.546005;-27.602;-21.656464;62.35273400740687;
1753113920;51.571983;-27.736446;-21.71438;62.453936893040606;
1753113932;51.59634;-27.856493;-21.775465;62.54868022934084;
1753113940;51.6228;-27.962135;-21.851116;62.643959469391646;
1753113949;51.650032;-28.0508;-21.946793;62.739420737022286;
1753113961;51.67979;-28.124859;-22.050827;62.833489510163666;
1753113970;51.71152;-28.183771;-22.147451;62.91991718335772;
1753113981;51.743065;-28.229239;-22.239965;62.998815328521246;
1753113989;51.776943;-28.26995;-22.332739;63.07767588904459;
1753114001;51.80923;-28.309471;-22.414717;63.15094676957182;
1753114009;51.831406;-28.35673;-22.486158;63.21571036716011;
1753114021;51.842567;-28.406849;-22.550907;63.27040600971039;
1753114030;51.8502;-28.457567;-22.608028;63.31981828961817;
1753114040;51.86086;-28.505127;-22.654247;63.366441199178645;
1753114049;51.875607;-28.550444;-22.688036;63.41098770786208;
1753114060;51.892365;-28.59104;-22.717514;63.45353013328919;
1753114069;51.908535;-28.626482;-22.750338;63.49448274799179;
1753114082;51.925407;-28.654854;-22.786955;63.53419468950334;
1753114090;51.942715;-28.680555;-22.833557;63.57665605759238;
1753114100;51.96228;-28.705793;-22.896282;63.626573719113445;
1753114109;51.984234;-28.736446;-22.978895;63.688095781195145;
1753114120;52.00645;-28.772066;-23.07591;63.75735523597863;
1753114129;52.029263;-28.813251;-23.17894;63.83189542558724;
1753114141;52.049274;-28.854551;-23.285933;63.9057646547945;
1753114149;52.062313;-28.89056;-23.391544;63.97119082616452;
1753114160;52.06766;-28.914757;-23.492144;64.02331859144452;
1753114169;52.06152;-28.920067;-23.592276;64.05753320255262;
1753114180;52.044266;-28.905348;-23.694057;64.07443397424151;
1753114189;52.020966;-28.87061;-23.801334;64.0796103155741;
1753114201;51.99345;-28.822617;-23.916126;64.07841431602887;
1753114210;51.968815;-28.774948;-24.044724;64.08513154329816;
1753114220;51.952774;-28.753283;-24.199074;64.12048939973256;
1753114229;51.955936;-28.771967;-24.375193;64.19809520633713;
1753114240;52.0104;-28.88417;-24.506283;64.34232506206013;
1753114249;52.12661;-29.079441;-24.442978;64.50005047540103;
1753114262;52.273487;-29.341072;-24.252092;64.66513703317732;
